nohup: ignoring input
timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/01/09 15:52:09.330, 0 %, 1 %, 519 MiB, 39
2026/01/09 15:52:12.331, 1 %, 2 %, 519 MiB, 40
2026/01/09 15:52:15.333, 1 %, 2 %, 519 MiB, 40
2026/01/09 15:52:18.334, 1 %, 2 %, 519 MiB, 40
2026/01/09 15:52:21.335, 1 %, 2 %, 519 MiB, 40
2026/01/09 15:52:24.337, 0 %, 1 %, 530 MiB, 40
2026/01/09 15:52:27.338, 6 %, 6 %, 570 MiB, 40
2026/01/09 15:52:30.339, 2 %, 7 %, 566 MiB, 39
2026/01/09 15:52:33.340, 0 %, 9 %, 555 MiB, 39
2026/01/09 15:52:36.341, 6 %, 5 %, 568 MiB, 40
2026/01/09 15:52:39.343, 2 %, 3 %, 551 MiB, 40
2026/01/09 15:52:42.345, 12 %, 8 %, 579 MiB, 40
2026/01/09 15:52:45.346, 8 %, 6 %, 571 MiB, 40
2026/01/09 15:52:48.347, 0 %, 1 %, 531 MiB, 40
2026/01/09 15:52:51.348, 0 %, 1 %, 531 MiB, 40
2026/01/09 15:52:54.350, 1 %, 2 %, 526 MiB, 40
2026/01/09 15:52:57.351, 2 %, 2 %, 535 MiB, 40
2026/01/09 15:53:00.352, 1 %, 2 %, 572 MiB, 40
2026/01/09 15:53:03.354, 1 %, 2 %, 558 MiB, 41
2026/01/09 15:53:06.354, 1 %, 2 %, 556 MiB, 41
2026/01/09 15:53:09.356, 1 %, 2 %, 557 MiB, 41
2026/01/09 15:53:12.357, 1 %, 2 %, 547 MiB, 41
2026/01/09 15:53:15.358, 0 %, 1 %, 536 MiB, 41
2026/01/09 15:53:18.360, 0 %, 5 %, 538 MiB, 40
2026/01/09 15:53:21.361, 0 %, 9 %, 531 MiB, 39
2026/01/09 15:53:24.362, 0 %, 9 %, 536 MiB, 39
2026/01/09 15:53:27.363, 0 %, 1 %, 559 MiB, 40
2026/01/09 15:53:30.364, 1 %, 2 %, 569 MiB, 40
2026/01/09 15:53:33.366, 0 %, 5 %, 565 MiB, 39
2026/01/09 15:53:36.367, 1 %, 2 %, 561 MiB, 40
2026/01/09 15:53:39.369, 2 %, 2 %, 557 MiB, 40
2026/01/09 15:53:42.370, 9 %, 7 %, 562 MiB, 41
2026/01/09 15:53:45.371, 1 %, 2 %, 563 MiB, 41
2026/01/09 15:53:48.372, 3 %, 3 %, 571 MiB, 41
2026/01/09 15:53:51.373, 2 %, 2 %, 567 MiB, 41
2026/01/09 15:53:54.375, 0 %, 1 %, 554 MiB, 41
2026/01/09 15:53:57.376, 0 %, 2 %, 558 MiB, 41
2026/01/09 15:54:00.377, 0 %, 1 %, 554 MiB, 41
2026/01/09 15:54:03.378, 1 %, 2 %, 554 MiB, 41
2026/01/09 15:54:06.380, 1 %, 2 %, 532 MiB, 41
2026/01/09 15:54:09.381, 1 %, 2 %, 527 MiB, 41
2026/01/09 15:54:12.382, 1 %, 2 %, 527 MiB, 41
2026/01/09 15:54:15.384, 1 %, 2 %, 560 MiB, 41
2026/01/09 15:54:18.385, 3 %, 3 %, 563 MiB, 41
2026/01/09 15:54:21.386, 0 %, 1 %, 560 MiB, 41
2026/01/09 15:54:24.387, 3 %, 3 %, 567 MiB, 41
2026/01/09 15:54:27.389, 3 %, 7 %, 563 MiB, 40
2026/01/09 15:54:30.390, 17 %, 17 %, 536 MiB, 39
2026/01/09 15:54:33.392, 43 %, 30 %, 543 MiB, 39
2026/01/09 15:54:36.393, 67 %, 15 %, 565 MiB, 39
2026/01/09 15:54:39.395, 0 %, 1 %, 565 MiB, 41
2026/01/09 15:54:42.396, 8 %, 6 %, 562 MiB, 41
2026/01/09 15:54:45.397, 4 %, 4 %, 570 MiB, 41
2026/01/09 15:54:48.399, 12 %, 7 %, 573 MiB, 41
2026/01/09 15:54:51.400, 6 %, 4 %, 573 MiB, 41
2026/01/09 15:54:54.402, 3 %, 3 %, 574 MiB, 41
2026/01/09 15:54:57.403, 0 %, 1 %, 565 MiB, 41
2026/01/09 15:55:00.404, 0 %, 1 %, 540 MiB, 41
2026/01/09 15:55:03.406, 0 %, 1 %, 540 MiB, 41
2026/01/09 15:55:06.407, 0 %, 1 %, 536 MiB, 41
2026/01/09 15:55:09.408, 1 %, 2 %, 540 MiB, 41
2026/01/09 15:55:12.409, 13 %, 9 %, 569 MiB, 41
2026/01/09 15:55:15.411, 0 %, 1 %, 564 MiB, 41
2026/01/09 15:55:18.412, 2 %, 6 %, 541 MiB, 40
2026/01/09 15:55:21.413, 6 %, 11 %, 532 MiB, 39
2026/01/09 15:55:24.414, 0 %, 9 %, 532 MiB, 39
2026/01/09 15:55:27.416, 0 %, 9 %, 532 MiB, 39
2026/01/09 15:55:30.417, 6 %, 11 %, 532 MiB, 39
2026/01/09 15:55:33.418, 0 %, 9 %, 532 MiB, 39
2026/01/09 15:55:36.419, 6 %, 11 %, 532 MiB, 39
2026/01/09 15:55:39.420, 12 %, 14 %, 532 MiB, 38
2026/01/09 15:55:42.422, 30 %, 23 %, 532 MiB, 38
2026/01/09 15:55:45.423, 0 %, 9 %, 532 MiB, 38
2026/01/09 15:55:48.425, 0 %, 9 %, 532 MiB, 38
2026/01/09 15:55:51.426, 0 %, 9 %, 532 MiB, 38
2026/01/09 15:55:54.428, 6 %, 11 %, 533 MiB, 38
2026/01/09 15:55:57.429, 0 %, 9 %, 532 MiB, 38
2026/01/09 15:56:00.430, 6 %, 11 %, 532 MiB, 38
2026/01/09 15:56:03.432, 12 %, 14 %, 532 MiB, 38
2026/01/09 15:56:06.433, 1 %, 9 %, 528 MiB, 38
2026/01/09 15:56:09.434, 1 %, 2 %, 549 MiB, 39
2026/01/09 15:56:12.435, 0 %, 5 %, 549 MiB, 38
2026/01/09 15:56:15.437, 6 %, 11 %, 532 MiB, 38
2026/01/09 15:56:18.438, 9 %, 7 %, 575 MiB, 39
2026/01/09 15:56:21.439, 5 %, 4 %, 582 MiB, 39
2026/01/09 15:56:24.440, 2 %, 2 %, 575 MiB, 40
2026/01/09 15:56:27.441, 0 %, 1 %, 579 MiB, 40
2026/01/09 15:56:30.442, 0 %, 1 %, 542 MiB, 40
2026/01/09 15:56:33.443, 1 %, 2 %, 533 MiB, 40
2026/01/09 15:56:36.444, 0 %, 1 %, 533 MiB, 40
2026/01/09 15:56:39.446, 2 %, 2 %, 533 MiB, 40
2026/01/09 15:56:42.447, 0 %, 1 %, 533 MiB, 40
2026/01/09 15:56:45.448, 1 %, 2 %, 533 MiB, 40
2026/01/09 15:56:48.449, 0 %, 1 %, 533 MiB, 40
2026/01/09 15:56:51.451, 0 %, 1 %, 533 MiB, 40
2026/01/09 15:56:54.452, 2 %, 2 %, 533 MiB, 40
2026/01/09 15:56:57.453, 2 %, 2 %, 534 MiB, 40
2026/01/09 15:57:00.454, 1 %, 2 %, 533 MiB, 40
2026/01/09 15:57:03.456, 6 %, 10 %, 532 MiB, 39
2026/01/09 15:57:06.457, 6 %, 11 %, 533 MiB, 39
2026/01/09 15:57:09.458, 0 %, 9 %, 533 MiB, 39
2026/01/09 15:57:12.460, 0 %, 9 %, 533 MiB, 39
2026/01/09 15:57:15.461, 6 %, 12 %, 533 MiB, 38
2026/01/09 15:57:18.463, 3 %, 10 %, 533 MiB, 38
2026/01/09 15:57:21.464, 0 %, 9 %, 533 MiB, 38
2026/01/09 15:57:24.465, 0 %, 9 %, 533 MiB, 38
2026/01/09 15:57:27.466, 8 %, 6 %, 557 MiB, 39
2026/01/09 15:57:30.466, 9 %, 7 %, 552 MiB, 40
2026/01/09 15:57:33.467, 8 %, 6 %, 538 MiB, 40
2026/01/09 15:57:36.468, 7 %, 5 %, 535 MiB, 40
2026/01/09 15:57:39.468, 8 %, 6 %, 535 MiB, 40
2026/01/09 15:57:42.470, 1 %, 2 %, 541 MiB, 40
2026/01/09 15:57:45.471, 1 %, 2 %, 537 MiB, 40
2026/01/09 15:57:48.472, 1 %, 2 %, 528 MiB, 40
2026/01/09 15:57:51.473, 1 %, 2 %, 528 MiB, 40
2026/01/09 15:57:54.475, 0 %, 5 %, 528 MiB, 39
2026/01/09 15:57:57.476, 0 %, 9 %, 528 MiB, 39
2026/01/09 15:58:00.477, 0 %, 9 %, 528 MiB, 39
2026/01/09 15:58:03.478, 0 %, 9 %, 528 MiB, 39
2026/01/09 15:58:06.479, 0 %, 9 %, 528 MiB, 38
2026/01/09 15:58:09.481, 2 %, 10 %, 533 MiB, 38
2026/01/09 15:58:12.482, 6 %, 12 %, 528 MiB, 38
2026/01/09 15:58:15.483, 7 %, 12 %, 540 MiB, 38
2026/01/09 15:58:18.485, 6 %, 12 %, 535 MiB, 38
2026/01/09 15:58:21.486, 5 %, 11 %, 514 MiB, 38
2026/01/09 15:58:24.488, 9 %, 7 %, 525 MiB, 39
2026/01/09 15:58:27.489, 0 %, 1 %, 520 MiB, 39
2026/01/09 15:58:30.490, 0 %, 1 %, 520 MiB, 40
2026/01/09 15:58:33.491, 0 %, 1 %, 517 MiB, 40
2026/01/09 15:58:36.493, 0 %, 1 %, 505 MiB, 40
2026/01/09 15:58:39.494, 9 %, 7 %, 539 MiB, 40
2026/01/09 15:58:42.496, 5 %, 4 %, 546 MiB, 40
2026/01/09 15:58:45.497, 4 %, 3 %, 541 MiB, 40
2026/01/09 15:58:48.498, 0 %, 1 %, 509 MiB, 40
2026/01/09 15:58:51.499, 1 %, 2 %, 540 MiB, 40
2026/01/09 15:58:54.501, 11 %, 7 %, 554 MiB, 40
2026/01/09 15:58:57.502, 2 %, 2 %, 549 MiB, 41
2026/01/09 15:59:00.503, 2 %, 2 %, 532 MiB, 40
2026/01/09 15:59:03.505, 0 %, 5 %, 522 MiB, 39
2026/01/09 15:59:06.506, 7 %, 13 %, 524 MiB, 39
2026/01/09 15:59:09.507, 4 %, 3 %, 544 MiB, 40
2026/01/09 15:59:12.508, 7 %, 5 %, 550 MiB, 40
2026/01/09 15:59:15.509, 8 %, 6 %, 542 MiB, 40
2026/01/09 15:59:18.510, 2 %, 7 %, 547 MiB, 39
2026/01/09 15:59:21.511, 9 %, 16 %, 541 MiB, 39
2026/01/09 15:59:24.512, 0 %, 1 %, 538 MiB, 40
2026/01/09 15:59:27.513, 2 %, 2 %, 531 MiB, 40
2026/01/09 15:59:30.514, 10 %, 7 %, 526 MiB, 40
2026/01/09 15:59:33.515, 3 %, 3 %, 526 MiB, 40
2026/01/09 15:59:36.516, 1 %, 2 %, 520 MiB, 40
2026/01/09 15:59:39.518, 0 %, 1 %, 538 MiB, 40
2026/01/09 15:59:42.519, 0 %, 1 %, 511 MiB, 41
2026/01/09 15:59:45.520, 0 %, 1 %, 504 MiB, 41
2026/01/09 15:59:48.522, 9 %, 7 %, 541 MiB, 41
2026/01/09 15:59:51.523, 1 %, 2 %, 550 MiB, 41
2026/01/09 15:59:54.524, 5 %, 4 %, 544 MiB, 41
2026/01/09 15:59:57.525, 2 %, 2 %, 537 MiB, 41
2026/01/09 16:00:00.526, 0 %, 1 %, 517 MiB, 41
2026/01/09 16:00:03.527, 4 %, 3 %, 523 MiB, 41
2026/01/09 16:00:06.528, 0 %, 1 %, 526 MiB, 41
2026/01/09 16:00:09.529, 7 %, 10 %, 528 MiB, 40
2026/01/09 16:00:12.531, 0 %, 9 %, 513 MiB, 39
2026/01/09 16:00:15.532, 0 %, 9 %, 507 MiB, 39
2026/01/09 16:00:18.533, 0 %, 9 %, 507 MiB, 39
2026/01/09 16:00:21.535, 0 %, 9 %, 513 MiB, 39
2026/01/09 16:00:24.536, 0 %, 9 %, 516 MiB, 39
2026/01/09 16:00:27.537, 11 %, 8 %, 537 MiB, 40
2026/01/09 16:00:30.538, 0 %, 1 %, 546 MiB, 40
2026/01/09 16:00:33.540, 14 %, 10 %, 554 MiB, 41
2026/01/09 16:00:36.541, 0 %, 1 %, 545 MiB, 41
2026/01/09 16:00:39.542, 1 %, 2 %, 537 MiB, 41
2026/01/09 16:00:42.543, 7 %, 5 %, 532 MiB, 41
2026/01/09 16:00:45.544, 0 %, 1 %, 503 MiB, 41
2026/01/09 16:00:48.546, 1 %, 2 %, 536 MiB, 41
2026/01/09 16:00:51.547, 12 %, 7 %, 546 MiB, 41
2026/01/09 16:00:54.548, 1 %, 2 %, 539 MiB, 41
2026/01/09 16:00:57.549, 0 %, 1 %, 529 MiB, 41
2026/01/09 16:01:00.550, 0 %, 1 %, 522 MiB, 41
2026/01/09 16:01:03.552, 0 %, 5 %, 530 MiB, 40
2026/01/09 16:01:06.553, 2 %, 2 %, 536 MiB, 40
2026/01/09 16:01:09.555, 0 %, 1 %, 536 MiB, 41
2026/01/09 16:01:12.556, 1 %, 2 %, 531 MiB, 41
2026/01/09 16:01:15.557, 0 %, 1 %, 522 MiB, 41
2026/01/09 16:01:18.559, 9 %, 7 %, 549 MiB, 41
2026/01/09 16:01:21.560, 0 %, 1 %, 545 MiB, 41
2026/01/09 16:01:24.561, 8 %, 7 %, 556 MiB, 41
2026/01/09 16:01:27.562, 1 %, 2 %, 547 MiB, 41
2026/01/09 16:01:30.563, 9 %, 7 %, 545 MiB, 41
2026/01/09 16:01:33.564, 0 %, 1 %, 542 MiB, 41
2026/01/09 16:01:36.565, 0 %, 1 %, 508 MiB, 41
2026/01/09 16:01:39.567, 5 %, 4 %, 538 MiB, 41
2026/01/09 16:01:42.568, 1 %, 2 %, 515 MiB, 41
2026/01/09 16:01:45.569, 8 %, 6 %, 537 MiB, 41
2026/01/09 16:01:48.570, 1 %, 2 %, 541 MiB, 41
2026/01/09 16:01:51.572, 3 %, 7 %, 524 MiB, 40
2026/01/09 16:01:54.573, 0 %, 9 %, 515 MiB, 40
2026/01/09 16:01:57.574, 14 %, 16 %, 512 MiB, 40
2026/01/09 16:02:00.576, 0 %, 1 %, 543 MiB, 41
2026/01/09 16:02:03.577, 0 %, 1 %, 532 MiB, 41
2026/01/09 16:02:06.579, 0 %, 1 %, 499 MiB, 41
2026/01/09 16:02:09.581, 0 %, 1 %, 499 MiB, 41
2026/01/09 16:02:12.582, 0 %, 1 %, 499 MiB, 41
2026/01/09 16:02:15.584, 0 %, 1 %, 499 MiB, 41
2026/01/09 16:02:18.585, 0 %, 1 %, 499 MiB, 41
2026/01/09 16:02:21.586, 0 %, 1 %, 499 MiB, 41
2026/01/09 16:02:24.587, 0 %, 1 %, 499 MiB, 41
2026/01/09 16:02:27.587, 1 %, 2 %, 505 MiB, 41
2026/01/09 16:02:30.588, 0 %, 1 %, 499 MiB, 41
2026/01/09 16:02:33.590, 0 %, 1 %, 499 MiB, 41
2026/01/09 16:02:36.590, 0 %, 1 %, 499 MiB, 41
2026/01/09 16:02:39.592, 1 %, 2 %, 499 MiB, 41
2026/01/09 16:02:42.593, 0 %, 1 %, 499 MiB, 41
2026/01/09 16:02:45.593, 0 %, 5 %, 513 MiB, 40
2026/01/09 16:02:48.594, 4 %, 8 %, 533 MiB, 40
2026/01/09 16:02:51.595, 12 %, 8 %, 563 MiB, 41
2026/01/09 16:02:54.597, 1 %, 2 %, 539 MiB, 41
2026/01/09 16:02:57.598, 1 %, 2 %, 521 MiB, 41
2026/01/09 16:03:00.600, 3 %, 2 %, 548 MiB, 41
2026/01/09 16:03:03.600, 1 %, 2 %, 545 MiB, 41
2026/01/09 16:03:06.601, 2 %, 2 %, 535 MiB, 41
2026/01/09 16:03:09.602, 0 %, 1 %, 529 MiB, 41
2026/01/09 16:03:12.603, 0 %, 1 %, 523 MiB, 41
2026/01/09 16:03:15.605, 0 %, 1 %, 537 MiB, 41
2026/01/09 16:03:18.606, 1 %, 2 %, 528 MiB, 41
2026/01/09 16:03:21.607, 15 %, 10 %, 572 MiB, 42
2026/01/09 16:03:24.608, 0 %, 1 %, 543 MiB, 41
2026/01/09 16:03:27.609, 1 %, 2 %, 577 MiB, 42
2026/01/09 16:03:30.610, 3 %, 3 %, 550 MiB, 42
2026/01/09 16:03:33.611, 0 %, 1 %, 577 MiB, 42
2026/01/09 16:03:36.612, 3 %, 8 %, 581 MiB, 41
2026/01/09 16:03:39.613, 0 %, 5 %, 580 MiB, 40
2026/01/09 16:03:42.614, 0 %, 1 %, 587 MiB, 41
2026/01/09 16:03:45.615, 0 %, 1 %, 586 MiB, 41
2026/01/09 16:03:48.616, 0 %, 1 %, 585 MiB, 41
2026/01/09 16:03:51.617, 0 %, 1 %, 586 MiB, 41
2026/01/09 16:03:54.619, 0 %, 1 %, 584 MiB, 41
2026/01/09 16:03:57.620, 0 %, 1 %, 587 MiB, 42
2026/01/09 16:04:00.621, 4 %, 3 %, 570 MiB, 42
2026/01/09 16:04:03.623, 1 %, 2 %, 538 MiB, 42
2026/01/09 16:04:06.624, 1 %, 2 %, 525 MiB, 41
2026/01/09 16:04:09.625, 0 %, 1 %, 525 MiB, 42
2026/01/09 16:04:12.627, 0 %, 1 %, 525 MiB, 42
2026/01/09 16:04:15.628, 0 %, 1 %, 525 MiB, 41
2026/01/09 16:04:18.629, 0 %, 1 %, 525 MiB, 42
2026/01/09 16:04:21.631, 0 %, 1 %, 525 MiB, 42
2026/01/09 16:04:24.632, 0 %, 1 %, 525 MiB, 42
2026/01/09 16:04:27.633, 0 %, 5 %, 524 MiB, 40
2026/01/09 16:04:30.635, 0 %, 9 %, 524 MiB, 40
2026/01/09 16:04:33.636, 0 %, 9 %, 524 MiB, 40
2026/01/09 16:04:36.637, 0 %, 9 %, 524 MiB, 40
2026/01/09 16:04:39.639, 4 %, 11 %, 524 MiB, 39
2026/01/09 16:04:42.640, 5 %, 11 %, 524 MiB, 39
2026/01/09 16:04:45.641, 5 %, 11 %, 524 MiB, 39
2026/01/09 16:04:48.643, 1 %, 2 %, 561 MiB, 41
2026/01/09 16:04:51.644, 1 %, 2 %, 556 MiB, 40
2026/01/09 16:04:54.646, 6 %, 5 %, 559 MiB, 41
2026/01/09 16:04:57.647, 6 %, 5 %, 558 MiB, 41
2026/01/09 16:05:00.648, 0 %, 1 %, 550 MiB, 41
2026/01/09 16:05:03.649, 1 %, 6 %, 524 MiB, 40
2026/01/09 16:05:06.650, 0 %, 9 %, 524 MiB, 39
2026/01/09 16:05:09.652, 0 %, 9 %, 525 MiB, 39
2026/01/09 16:05:12.653, 0 %, 9 %, 525 MiB, 39
2026/01/09 16:05:15.655, 1 %, 9 %, 525 MiB, 39
2026/01/09 16:05:18.656, 5 %, 12 %, 525 MiB, 39
2026/01/09 16:05:21.657, 5 %, 12 %, 525 MiB, 39
2026/01/09 16:05:24.659, 5 %, 12 %, 525 MiB, 38
2026/01/09 16:05:27.660, 5 %, 12 %, 525 MiB, 38
2026/01/09 16:05:30.661, 5 %, 12 %, 525 MiB, 38
2026/01/09 16:05:33.662, 6 %, 12 %, 525 MiB, 38
2026/01/09 16:05:36.664, 0 %, 9 %, 525 MiB, 38
2026/01/09 16:05:39.665, 0 %, 9 %, 525 MiB, 38
2026/01/09 16:05:42.666, 0 %, 9 %, 525 MiB, 38
2026/01/09 16:05:45.668, 0 %, 9 %, 525 MiB, 38
2026/01/09 16:05:48.669, 0 %, 9 %, 525 MiB, 38
2026/01/09 16:05:51.670, 0 %, 9 %, 525 MiB, 38
2026/01/09 16:05:54.672, 0 %, 9 %, 525 MiB, 38
2026/01/09 16:05:57.673, 0 %, 9 %, 524 MiB, 38
2026/01/09 16:06:00.674, 2 %, 10 %, 524 MiB, 38
2026/01/09 16:06:03.675, 5 %, 12 %, 524 MiB, 38
2026/01/09 16:06:06.676, 5 %, 12 %, 524 MiB, 38
2026/01/09 16:06:09.679, 5 %, 12 %, 531 MiB, 38
2026/01/09 16:06:12.680, 5 %, 12 %, 525 MiB, 38
2026/01/09 16:06:15.681, 5 %, 12 %, 524 MiB, 37
2026/01/09 16:06:18.683, 5 %, 12 %, 524 MiB, 37
2026/01/09 16:06:21.684, 5 %, 12 %, 524 MiB, 37
2026/01/09 16:06:24.686, 5 %, 12 %, 524 MiB, 37
2026/01/09 16:06:27.687, 2 %, 2 %, 570 MiB, 38
2026/01/09 16:06:30.688, 0 %, 5 %, 559 MiB, 38
2026/01/09 16:06:33.689, 3 %, 7 %, 559 MiB, 38
2026/01/09 16:06:36.690, 6 %, 5 %, 562 MiB, 39
2026/01/09 16:06:39.691, 1 %, 2 %, 576 MiB, 39
2026/01/09 16:06:42.693, 4 %, 12 %, 566 MiB, 38
2026/01/09 16:06:45.694, 2 %, 3 %, 566 MiB, 39
2026/01/09 16:06:48.695, 2 %, 2 %, 566 MiB, 39
2026/01/09 16:06:51.696, 1 %, 2 %, 568 MiB, 40
2026/01/09 16:06:54.698, 1 %, 2 %, 566 MiB, 40
2026/01/09 16:06:57.699, 1 %, 2 %, 561 MiB, 40
2026/01/09 16:07:00.701, 4 %, 3 %, 566 MiB, 40
2026/01/09 16:07:03.702, 9 %, 7 %, 565 MiB, 40
2026/01/09 16:07:06.703, 0 %, 1 %, 560 MiB, 40
2026/01/09 16:07:09.704, 15 %, 9 %, 566 MiB, 40
2026/01/09 16:07:12.705, 3 %, 3 %, 562 MiB, 41
2026/01/09 16:07:15.707, 4 %, 4 %, 553 MiB, 41
2026/01/09 16:07:18.708, 3 %, 3 %, 561 MiB, 41
2026/01/09 16:07:21.709, 2 %, 2 %, 559 MiB, 41
2026/01/09 16:07:24.710, 1 %, 2 %, 569 MiB, 41
2026/01/09 16:07:27.711, 4 %, 4 %, 549 MiB, 41
2026/01/09 16:07:30.712, 5 %, 9 %, 539 MiB, 40
2026/01/09 16:07:33.712, 2 %, 2 %, 534 MiB, 40
2026/01/09 16:07:36.713, 6 %, 5 %, 535 MiB, 41
2026/01/09 16:07:39.713, 1 %, 2 %, 534 MiB, 41
2026/01/09 16:07:42.714, 6 %, 5 %, 534 MiB, 41
2026/01/09 16:07:45.715, 2 %, 2 %, 534 MiB, 41
2026/01/09 16:07:48.715, 7 %, 6 %, 534 MiB, 41
2026/01/09 16:07:51.717, 0 %, 1 %, 537 MiB, 41
2026/01/09 16:07:54.718, 0 %, 1 %, 534 MiB, 41
2026/01/09 16:07:57.719, 7 %, 6 %, 542 MiB, 41
2026/01/09 16:08:00.720, 11 %, 8 %, 541 MiB, 41
2026/01/09 16:08:03.721, 2 %, 2 %, 578 MiB, 41
2026/01/09 16:08:06.723, 1 %, 2 %, 552 MiB, 41
2026/01/09 16:08:09.724, 1 %, 2 %, 538 MiB, 41
2026/01/09 16:08:12.725, 1 %, 2 %, 538 MiB, 41
2026/01/09 16:08:15.726, 1 %, 2 %, 538 MiB, 41
2026/01/09 16:08:18.728, 2 %, 7 %, 538 MiB, 40
2026/01/09 16:08:21.729, 5 %, 12 %, 538 MiB, 40
2026/01/09 16:08:24.731, 5 %, 12 %, 538 MiB, 39
2026/01/09 16:08:27.733, 5 %, 12 %, 538 MiB, 39
2026/01/09 16:08:30.734, 5 %, 12 %, 538 MiB, 39
2026/01/09 16:08:33.736, 0 %, 9 %, 538 MiB, 39
2026/01/09 16:08:36.737, 0 %, 9 %, 538 MiB, 39
2026/01/09 16:08:39.738, 5 %, 12 %, 538 MiB, 39
2026/01/09 16:08:42.740, 5 %, 12 %, 538 MiB, 39
2026/01/09 16:08:45.741, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:08:48.743, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:08:51.744, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:08:54.745, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:08:57.747, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:09:00.748, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:09:03.750, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:09:06.751, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:09:09.753, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:09:12.754, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:09:15.755, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:09:18.757, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:09:21.758, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:09:24.759, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:09:27.761, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:09:30.762, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:09:33.763, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:09:36.765, 5 %, 12 %, 538 MiB, 38
2026/01/09 16:09:39.766, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:09:42.767, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:09:45.769, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:09:48.770, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:09:51.771, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:09:54.773, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:09:57.774, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:00.775, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:03.777, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:06.778, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:09.779, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:12.781, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:15.782, 0 %, 9 %, 538 MiB, 37
2026/01/09 16:10:18.783, 0 %, 9 %, 538 MiB, 37
2026/01/09 16:10:21.785, 0 %, 9 %, 538 MiB, 37
2026/01/09 16:10:24.786, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:27.788, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:30.789, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:33.790, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:36.792, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:39.793, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:42.794, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:45.796, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:48.797, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:51.798, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:54.800, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:10:57.801, 5 %, 12 %, 538 MiB, 37
2026/01/09 16:11:00.803, 6 %, 12 %, 538 MiB, 37
2026/01/09 16:11:03.804, 0 %, 3 %, 555 MiB, 38
2026/01/09 16:11:06.806, 21 %, 19 %, 580 MiB, 37
2026/01/09 16:11:09.806, 0 %, 1 %, 556 MiB, 38
2026/01/09 16:11:12.808, 1 %, 2 %, 545 MiB, 38
2026/01/09 16:11:15.809, 1 %, 2 %, 538 MiB, 39
2026/01/09 16:11:18.810, 9 %, 6 %, 540 MiB, 39
2026/01/09 16:11:21.811, 1 %, 2 %, 541 MiB, 39
2026/01/09 16:11:24.812, 1 %, 2 %, 539 MiB, 39
2026/01/09 16:11:27.814, 1 %, 2 %, 538 MiB, 39
2026/01/09 16:11:30.815, 1 %, 2 %, 538 MiB, 39
2026/01/09 16:11:33.816, 1 %, 2 %, 545 MiB, 40
2026/01/09 16:11:36.817, 1 %, 2 %, 538 MiB, 40
2026/01/09 16:11:39.819, 1 %, 2 %, 538 MiB, 40
2026/01/09 16:11:42.820, 0 %, 1 %, 538 MiB, 40
2026/01/09 16:11:45.822, 1 %, 2 %, 544 MiB, 40
2026/01/09 16:11:48.823, 0 %, 1 %, 545 MiB, 40
2026/01/09 16:11:51.824, 0 %, 5 %, 546 MiB, 39
2026/01/09 16:11:54.826, 16 %, 17 %, 547 MiB, 39
2026/01/09 16:11:57.827, 2 %, 11 %, 559 MiB, 38
2026/01/09 16:12:00.828, 34 %, 32 %, 557 MiB, 38
