nohup: ignoring input
timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/01/09 16:31:58.324, 1 %, 2 %, 667 MiB, 40
2026/01/09 16:32:01.325, 3 %, 3 %, 662 MiB, 40
2026/01/09 16:32:04.326, 2 %, 2 %, 662 MiB, 40
2026/01/09 16:32:07.327, 0 %, 1 %, 660 MiB, 40
2026/01/09 16:32:10.328, 0 %, 1 %, 661 MiB, 41
2026/01/09 16:32:13.329, 1 %, 2 %, 661 MiB, 41
2026/01/09 16:32:16.330, 0 %, 1 %, 660 MiB, 41
2026/01/09 16:32:19.332, 0 %, 1 %, 661 MiB, 41
2026/01/09 16:32:22.333, 2 %, 2 %, 661 MiB, 41
2026/01/09 16:32:25.336, 10 %, 6 %, 668 MiB, 41
2026/01/09 16:32:28.337, 1 %, 2 %, 670 MiB, 41
2026/01/09 16:32:31.338, 0 %, 1 %, 670 MiB, 41
2026/01/09 16:32:34.339, 7 %, 5 %, 670 MiB, 41
2026/01/09 16:32:37.341, 0 %, 1 %, 662 MiB, 41
2026/01/09 16:32:40.342, 0 %, 5 %, 668 MiB, 40
2026/01/09 16:32:43.343, 4 %, 3 %, 671 MiB, 41
2026/01/09 16:32:46.344, 6 %, 5 %, 658 MiB, 41
2026/01/09 16:32:49.345, 0 %, 1 %, 664 MiB, 41
2026/01/09 16:32:52.346, 9 %, 6 %, 663 MiB, 41
2026/01/09 16:32:55.347, 11 %, 7 %, 672 MiB, 41
2026/01/09 16:32:58.348, 0 %, 1 %, 672 MiB, 41
2026/01/09 16:33:01.349, 0 %, 1 %, 645 MiB, 41
2026/01/09 16:33:04.350, 0 %, 1 %, 666 MiB, 41
2026/01/09 16:33:07.351, 0 %, 1 %, 636 MiB, 41
2026/01/09 16:33:10.353, 0 %, 1 %, 637 MiB, 41
2026/01/09 16:33:13.354, 9 %, 6 %, 635 MiB, 41
2026/01/09 16:33:16.355, 8 %, 5 %, 634 MiB, 42
2026/01/09 16:33:19.357, 4 %, 4 %, 664 MiB, 42
2026/01/09 16:33:22.358, 0 %, 1 %, 660 MiB, 42
2026/01/09 16:33:25.359, 1 %, 2 %, 669 MiB, 42
2026/01/09 16:33:28.360, 1 %, 2 %, 667 MiB, 42
2026/01/09 16:33:31.361, 10 %, 7 %, 673 MiB, 42
2026/01/09 16:33:34.362, 10 %, 7 %, 677 MiB, 42
2026/01/09 16:33:37.364, 0 %, 5 %, 673 MiB, 41
2026/01/09 16:33:40.364, 25 %, 22 %, 651 MiB, 41
2026/01/09 16:33:43.365, 25 %, 22 %, 651 MiB, 40
2026/01/09 16:33:46.366, 18 %, 18 %, 650 MiB, 40
2026/01/09 16:33:49.367, 22 %, 21 %, 648 MiB, 40
2026/01/09 16:33:52.368, 0 %, 5 %, 641 MiB, 40
2026/01/09 16:33:55.368, 0 %, 5 %, 647 MiB, 40
2026/01/09 16:33:58.369, 11 %, 13 %, 646 MiB, 39
2026/01/09 16:34:01.371, 0 %, 5 %, 647 MiB, 39
2026/01/09 16:34:04.371, 1 %, 6 %, 644 MiB, 39
2026/01/09 16:34:07.373, 0 %, 5 %, 648 MiB, 39
2026/01/09 16:34:10.374, 1 %, 6 %, 644 MiB, 39
2026/01/09 16:34:13.375, 0 %, 5 %, 643 MiB, 39
2026/01/09 16:34:16.376, 0 %, 5 %, 637 MiB, 39
2026/01/09 16:34:19.377, 0 %, 5 %, 647 MiB, 39
2026/01/09 16:34:22.378, 0 %, 5 %, 670 MiB, 39
2026/01/09 16:34:25.380, 5 %, 9 %, 678 MiB, 39
2026/01/09 16:34:28.381, 24 %, 24 %, 664 MiB, 39
2026/01/09 16:34:31.382, 27 %, 25 %, 664 MiB, 39
2026/01/09 16:34:34.383, 0 %, 5 %, 662 MiB, 39
2026/01/09 16:34:37.384, 2 %, 7 %, 642 MiB, 39
2026/01/09 16:34:40.386, 0 %, 5 %, 644 MiB, 39
2026/01/09 16:34:43.389, 2 %, 7 %, 638 MiB, 39
2026/01/09 16:34:46.390, 20 %, 20 %, 637 MiB, 39
2026/01/09 16:34:49.392, 0 %, 5 %, 637 MiB, 39
2026/01/09 16:34:52.393, 2 %, 7 %, 637 MiB, 39
2026/01/09 16:34:55.393, 18 %, 18 %, 664 MiB, 39
2026/01/09 16:34:58.394, 0 %, 5 %, 719 MiB, 39
2026/01/09 16:35:01.396, 1 %, 6 %, 693 MiB, 38
2026/01/09 16:35:04.397, 2 %, 7 %, 681 MiB, 38
2026/01/09 16:35:07.398, 7 %, 10 %, 711 MiB, 38
2026/01/09 16:35:10.399, 0 %, 5 %, 717 MiB, 38
2026/01/09 16:35:13.401, 0 %, 5 %, 704 MiB, 38
2026/01/09 16:35:16.402, 51 %, 12 %, 702 MiB, 38
2026/01/09 16:35:19.403, 4 %, 3 %, 710 MiB, 40
2026/01/09 16:35:22.404, 0 %, 1 %, 735 MiB, 40
2026/01/09 16:35:25.405, 0 %, 1 %, 739 MiB, 40
2026/01/09 16:35:28.406, 1 %, 2 %, 740 MiB, 40
2026/01/09 16:35:31.408, 6 %, 6 %, 714 MiB, 40
2026/01/09 16:35:34.409, 5 %, 5 %, 695 MiB, 40
2026/01/09 16:35:37.409, 3 %, 3 %, 729 MiB, 40
2026/01/09 16:35:40.410, 5 %, 3 %, 724 MiB, 41
2026/01/09 16:35:43.411, 0 %, 1 %, 716 MiB, 41
2026/01/09 16:35:46.413, 0 %, 1 %, 745 MiB, 41
2026/01/09 16:35:49.414, 1 %, 2 %, 722 MiB, 41
2026/01/09 16:35:52.415, 0 %, 1 %, 742 MiB, 41
2026/01/09 16:35:55.417, 9 %, 8 %, 694 MiB, 41
2026/01/09 16:35:58.419, 0 %, 2 %, 717 MiB, 41
2026/01/09 16:36:01.420, 1 %, 2 %, 717 MiB, 41
2026/01/09 16:36:04.421, 0 %, 5 %, 702 MiB, 40
2026/01/09 16:36:07.423, 1 %, 2 %, 718 MiB, 41
2026/01/09 16:36:10.424, 1 %, 2 %, 696 MiB, 41
2026/01/09 16:36:13.425, 3 %, 3 %, 732 MiB, 41
2026/01/09 16:36:16.427, 1 %, 2 %, 723 MiB, 41
2026/01/09 16:36:19.428, 5 %, 4 %, 712 MiB, 41
2026/01/09 16:36:22.428, 6 %, 5 %, 696 MiB, 41
2026/01/09 16:36:25.429, 0 %, 1 %, 705 MiB, 41
2026/01/09 16:36:28.431, 1 %, 2 %, 693 MiB, 41
2026/01/09 16:36:31.432, 0 %, 1 %, 684 MiB, 41
2026/01/09 16:36:34.434, 5 %, 5 %, 713 MiB, 41
2026/01/09 16:36:37.435, 1 %, 2 %, 729 MiB, 41
2026/01/09 16:36:40.436, 8 %, 6 %, 696 MiB, 41
2026/01/09 16:36:43.437, 0 %, 1 %, 687 MiB, 41
2026/01/09 16:36:46.438, 3 %, 3 %, 713 MiB, 41
2026/01/09 16:36:49.440, 1 %, 2 %, 706 MiB, 41
2026/01/09 16:36:52.441, 2 %, 6 %, 682 MiB, 40
2026/01/09 16:36:55.443, 5 %, 11 %, 674 MiB, 40
2026/01/09 16:36:58.444, 5 %, 11 %, 677 MiB, 39
2026/01/09 16:37:01.446, 5 %, 12 %, 673 MiB, 39
2026/01/09 16:37:04.447, 5 %, 11 %, 673 MiB, 39
2026/01/09 16:37:07.448, 5 %, 11 %, 673 MiB, 39
2026/01/09 16:37:10.450, 0 %, 9 %, 673 MiB, 39
2026/01/09 16:37:13.451, 0 %, 9 %, 673 MiB, 39
2026/01/09 16:37:16.452, 0 %, 1 %, 705 MiB, 40
2026/01/09 16:37:19.453, 2 %, 2 %, 702 MiB, 40
2026/01/09 16:37:22.454, 6 %, 5 %, 698 MiB, 41
2026/01/09 16:37:25.455, 0 %, 1 %, 710 MiB, 41
2026/01/09 16:37:28.456, 1 %, 2 %, 711 MiB, 41
2026/01/09 16:37:31.458, 3 %, 3 %, 711 MiB, 41
2026/01/09 16:37:34.459, 2 %, 2 %, 722 MiB, 41
2026/01/09 16:37:37.460, 4 %, 3 %, 740 MiB, 41
2026/01/09 16:37:40.461, 9 %, 6 %, 748 MiB, 41
2026/01/09 16:37:43.462, 4 %, 11 %, 743 MiB, 40
2026/01/09 16:37:46.464, 34 %, 28 %, 726 MiB, 39
2026/01/09 16:37:49.465, 0 %, 1 %, 728 MiB, 41
2026/01/09 16:37:52.466, 6 %, 5 %, 726 MiB, 41
2026/01/09 16:37:55.466, 1 %, 2 %, 761 MiB, 41
2026/01/09 16:37:58.468, 0 %, 2 %, 731 MiB, 41
2026/01/09 16:38:01.469, 0 %, 1 %, 700 MiB, 41
2026/01/09 16:38:04.470, 8 %, 6 %, 698 MiB, 41
2026/01/09 16:38:07.472, 2 %, 2 %, 730 MiB, 41
2026/01/09 16:38:10.472, 8 %, 6 %, 729 MiB, 41
2026/01/09 16:38:13.474, 1 %, 2 %, 718 MiB, 41
2026/01/09 16:38:16.475, 1 %, 2 %, 698 MiB, 41
2026/01/09 16:38:19.476, 1 %, 2 %, 698 MiB, 41
2026/01/09 16:38:22.477, 1 %, 2 %, 696 MiB, 41
2026/01/09 16:38:25.479, 2 %, 2 %, 700 MiB, 41
2026/01/09 16:38:28.480, 2 %, 6 %, 699 MiB, 41
2026/01/09 16:38:31.481, 11 %, 15 %, 715 MiB, 40
2026/01/09 16:38:34.482, 0 %, 9 %, 715 MiB, 40
2026/01/09 16:38:37.484, 5 %, 4 %, 717 MiB, 41
2026/01/09 16:38:40.485, 0 %, 1 %, 711 MiB, 41
2026/01/09 16:38:43.486, 1 %, 2 %, 710 MiB, 41
2026/01/09 16:38:46.487, 1 %, 2 %, 696 MiB, 41
2026/01/09 16:38:49.488, 1 %, 2 %, 695 MiB, 41
2026/01/09 16:38:52.490, 10 %, 7 %, 699 MiB, 41
2026/01/09 16:38:55.491, 1 %, 2 %, 728 MiB, 41
2026/01/09 16:38:58.492, 1 %, 2 %, 724 MiB, 41
2026/01/09 16:39:01.494, 2 %, 2 %, 699 MiB, 41
2026/01/09 16:39:04.495, 1 %, 2 %, 712 MiB, 41
2026/01/09 16:39:07.496, 2 %, 3 %, 712 MiB, 41
2026/01/09 16:39:10.497, 4 %, 4 %, 714 MiB, 42
2026/01/09 16:39:13.498, 1 %, 2 %, 713 MiB, 41
2026/01/09 16:39:16.500, 0 %, 1 %, 708 MiB, 41
2026/01/09 16:39:19.501, 0 %, 5 %, 706 MiB, 41
2026/01/09 16:39:22.502, 8 %, 14 %, 698 MiB, 40
2026/01/09 16:39:25.503, 4 %, 11 %, 696 MiB, 40
2026/01/09 16:39:28.504, 11 %, 14 %, 696 MiB, 40
2026/01/09 16:39:31.506, 2 %, 3 %, 705 MiB, 41
2026/01/09 16:39:34.507, 7 %, 5 %, 723 MiB, 41
2026/01/09 16:39:37.508, 1 %, 2 %, 725 MiB, 41
2026/01/09 16:39:40.509, 1 %, 2 %, 715 MiB, 41
2026/01/09 16:39:43.511, 3 %, 3 %, 706 MiB, 41
2026/01/09 16:39:46.512, 1 %, 2 %, 696 MiB, 41
2026/01/09 16:39:49.513, 1 %, 2 %, 702 MiB, 41
2026/01/09 16:39:52.514, 4 %, 3 %, 703 MiB, 41
2026/01/09 16:39:55.516, 4 %, 4 %, 709 MiB, 41
2026/01/09 16:39:58.516, 0 %, 1 %, 714 MiB, 41
2026/01/09 16:40:01.518, 2 %, 2 %, 713 MiB, 41
2026/01/09 16:40:04.519, 5 %, 4 %, 709 MiB, 42
2026/01/09 16:40:07.520, 1 %, 2 %, 709 MiB, 42
2026/01/09 16:40:10.522, 1 %, 2 %, 724 MiB, 42
2026/01/09 16:40:13.523, 2 %, 6 %, 724 MiB, 41
2026/01/09 16:40:16.524, 7 %, 13 %, 724 MiB, 40
2026/01/09 16:40:19.526, 28 %, 25 %, 708 MiB, 40
2026/01/09 16:40:22.527, 8 %, 6 %, 723 MiB, 40
2026/01/09 16:40:25.528, 7 %, 5 %, 720 MiB, 41
2026/01/09 16:40:28.530, 3 %, 3 %, 696 MiB, 41
2026/01/09 16:40:31.530, 6 %, 5 %, 716 MiB, 41
2026/01/09 16:40:34.531, 1 %, 2 %, 719 MiB, 41
2026/01/09 16:40:37.533, 1 %, 2 %, 718 MiB, 41
2026/01/09 16:40:40.534, 3 %, 3 %, 712 MiB, 41
2026/01/09 16:40:43.535, 1 %, 2 %, 712 MiB, 41
2026/01/09 16:40:46.536, 1 %, 2 %, 721 MiB, 41
2026/01/09 16:40:49.537, 1 %, 2 %, 712 MiB, 41
2026/01/09 16:40:52.538, 5 %, 3 %, 720 MiB, 42
2026/01/09 16:40:55.539, 9 %, 7 %, 719 MiB, 42
2026/01/09 16:40:58.540, 1 %, 2 %, 711 MiB, 42
2026/01/09 16:41:01.542, 1 %, 2 %, 698 MiB, 41
2026/01/09 16:41:04.543, 2 %, 2 %, 710 MiB, 42
2026/01/09 16:41:07.544, 0 %, 1 %, 719 MiB, 41
